GeneID	Patient4	Patient5	Patient6	Patient7	Patient8	Patient9	Patient10	Patient11	Patient12
10007_at	5.729819637	5.663589462	5.763768203	5.554709872	5.334132191	5.628045666	5.520884918	5.477318957	5.488839657
10521_at	5.578086667	5.496539345	5.596120818	5.557040331	5.552632023	5.384972987	5.497836728	5.410975044	5.701268152
1014_at	5.561751941	5.750513028	5.24335797	5.560886496	5.308809672	5.382876673	5.314798713	5.023851963	5.48080212
10096_at	5.645969676	5.600586971	5.738487015	5.583001258	5.67373428	5.695698666	5.90648851	5.774423059	5.830533942
10158_at	5.423190682	5.334055133	5.802842445	5.588620213	5.804550789	5.68094884	6.031239021	5.898781797	5.588104985
10291_at	5.553870758	5.487742695	5.425174377	5.593139879	5.441377659	5.337963673	5.380413724	5.280704051	5.390218611
10252_at	5.567974764	5.41815623	5.56403755	5.594998696	5.602190624	5.777337794	5.501127849	5.594998696	5.821177774
1026_at	5.657417133	5.563468535	5.512273405	5.595164006	5.63873775	5.698768892	5.624187732	5.64822434	5.608588439
10428_at	5.544569801	5.917845971	5.679675522	5.595981731	5.346221797	5.428695931	5.560526305	5.396612382	5.667135545
10139_at	5.647513131	5.613572597	5.617075066	5.626954172	5.539852622	5.423985889	5.714448692	5.641046354	5.731118291
10273_at	4.976705192	4.788131955	5.294579085	5.628158307	4.757737108	4.603523469	4.990409641	4.744514829	4.883880067
10382_at	6.367357123	6.235680763	5.707145279	5.628158307	6.030785694	5.818263299	5.864912796	5.947999058	5.81164046
10107_at	5.585184138	5.692494501	5.585184138	5.630073016	5.485801512	5.784070939	5.629535711	5.506871625	5.55382713
10073_at	5.885571821	5.820999982	5.471378296	5.632543289	5.840067349	5.845753353	5.647112098	5.628294042	5.816266816
10391_at	5.170156306	4.985099994	5.124869035	5.653875454	5.180583528	5.422168186	5.051138322	5.243370969	5.029336595
10402_at	5.623167175	5.539036543	5.404244526	5.659418999	5.663753946	5.711089771	5.703501997	5.589940231	5.649068666
100129250_at	5.672998606	5.63501011	5.534832108	5.670848262	5.640494703	5.631087038	5.669512848	5.491185595	5.581810759
10267_at	5.698663271	4.829422251	5.299489646	5.671209705	5.465928777	5.196755299	5.115078237	5.553959336	5.462634482
100128919_at	5.799574198	5.273222956	5.556499518	5.67303861	5.993266151	5.507760304	5.57967628	5.650518412	5.664034067
10536_at	5.228604792	5.34548085	5.839216423	5.675002433	5.374896256	5.928577644	5.56344453	5.968376418	5.779876921
10268_at	5.683553936	6.061053211	6.300152292	5.678102836	6.156550132	5.909865593	5.910101127	5.649385554	5.971141091
10000_at	5.912481183	5.995402158	5.846671073	5.678344436	6.233590869	5.71086862	5.90465754	5.782830185	6.096042343
10236_at	6.008919377	5.752741168	5.860145633	5.678573261	5.901575206	5.655771728	5.955450824	5.691860811	5.837698566
10231_at	5.560989294	5.507798064	5.662283385	5.687637339	5.495393884	5.51890022	5.5141023	5.469291257	5.771498372
10229_at	5.62375828	6.016463843	5.732969051	5.688709824	5.711017977	5.803933554	5.757240688	5.626558727	5.791261869
10255_at	5.417347823	5.927317826	6.268609677	5.691221255	5.790999746	5.549404158	5.535823059	5.66661031	5.376405244
10216_at	6.567504551	6.712615548	6.435178274	5.694032883	6.180894388	6.355503149	6.425523207	6.372718431	6.391951127
10232_at	5.66447478	5.813606774	5.565573743	5.699294059	5.756277825	5.420629846	5.82501107	5.833158184	5.654752529
10193_at	5.615163593	5.591220208	5.773288534	5.700998819	5.826520414	5.924618989	5.805751087	5.691284937	6.008070512
10299_at	5.829544399	5.707103956	5.432133057	5.710328952	5.53038972	5.6203348	5.627561477	5.588862305	5.652790905
10540_at	5.560989294	5.327766761	5.756708067	5.712069595	5.562295774	5.522196683	5.390279164	5.472433027	5.733703597
10475_at	5.587906411	5.870323364	5.409564586	5.71651411	5.423729624	5.529629964	5.602910297	5.470210597	5.494284429
10052_at	5.514011791	5.884820489	5.984727556	5.720338231	5.632485887	5.481241095	5.77906871	5.628946699	5.985796149
10214_at	5.870736062	6.003863566	5.736221931	5.72476183	5.473361085	5.453846505	5.525490327	5.808934363	5.671592599
10263_at	5.753973368	5.807358262	5.779544345	5.727449368	6.057691815	6.621811246	5.829715987	6.009522004	6.096442466
10274_at	5.977308294	5.523497085	5.695744849	5.728396208	6.029768822	5.931762409	5.962096178	5.906158013	6.008616724
10437_at	6.09395386	6.493096633	5.911733906	5.732770772	6.103037611	5.856130993	5.994994145	5.755423169	6.090048161
10418_at	5.883315543	5.734438237	5.684882169	5.733890743	5.626462197	5.640351516	5.714029011	5.718925901	5.711169869
10001_at	5.798848605	5.744809738	5.732801368	5.737061994	5.482899297	5.701851405	5.641977843	5.795652317	5.796034832
10045_at	5.811016747	5.52754007	5.882937302	5.75222603	5.98180162	5.601125329	5.909141812	5.935758312	6.151797173
10474_at	5.644179313	5.627014848	5.535264732	5.755366473	5.744692946	5.563288445	5.659664676	5.535512677	5.496000618
10101_at	5.711256204	5.936024507	6.02227364	5.762636142	5.711256204	5.797953145	5.964235892	5.916248667	5.868998849
10144_at	5.707951715	5.774873067	5.549177764	5.76648546	5.618179724	5.56215265	5.544302216	5.587795763	5.626201714
10346_at	5.626799138	5.526448366	5.823708679	5.768877843	6.079801663	5.826287614	5.796495517	6.296244041	6.036521134
10079_at	5.648941296	6.170728033	6.040127326	5.773080354	6.069725647	6.19777769	6.000965354	6.026756506	6.099837489
100132430_at	6.262157856	5.956369186	5.497036402	5.776462172	5.923186824	6.041465055	6.343967035	5.844596708	6.236598402
10256_at	6.437544776	6.072264612	5.800322805	5.782442069	5.525746964	5.767300585	6.059869233	5.902589896	5.91442273
10485_at	5.978985147	5.986067453	5.800661426	5.787501104	5.757501152	5.927036823	5.837314444	5.882094288	5.920258142
100127886_at	5.762495237	5.809645567	5.54182955	5.796833805	5.428336176	5.311635862	5.49866007	5.621463709	5.642967518
10413_at	5.778413229	5.744046822	5.95524191	5.799735774	5.795159111	5.800821016	5.783039047	5.92018612	5.785719415
10294_at	5.901990389	6.071144596	6.081781353	5.802566321	5.952507713	5.818753194	6.037097235	5.889935019	5.859157285
10125_at	6.064091644	5.872404823	5.776435727	5.806816541	5.999866429	5.695487443	5.603660446	5.905903759	6.130588803
10301_at	6.115116288	5.956298454	5.95524191	5.806816541	6.1897477	5.536704364	5.648360128	5.931865858	5.851041808
10038_at	5.742209922	5.828120994	5.802555629	5.809802964	5.907689061	5.844842321	5.83933269	5.839261015	5.742119277
10067_at	5.457993328	5.890310344	5.637402543	5.812472088	6.176175355	6.08097423	5.814409199	6.120399666	6.034301405
10055_at	5.770607746	5.600976433	5.788705519	5.813926952	5.817553527	4.771220457	5.118514089	5.639788793	5.601125329
10048_at	5.718990216	5.778788883	5.853544864	5.815730797	5.874022809	5.818550199	5.8308835	5.827444166	5.937278006
10114_at	5.855835328	5.811849881	5.847020825	5.817269053	5.776945485	5.818815737	5.684388019	5.720985112	5.796999198
1000_at	5.800958058	5.710882219	6.02440653	5.834484732	5.633735196	5.739121656	5.805568892	5.804741741	5.715901503
10436_at	5.979971494	6.363463162	5.791306329	5.836306767	5.408564806	5.603619282	5.675328662	5.279925932	5.740952377
10137_at	5.733912115	5.710144755	5.76633747	5.844038242	5.821563668	6.021881776	5.832945188	5.599194767	5.638783466
10484_at	5.603866053	6.03010183	5.875697024	5.846966819	5.762950807	6.013710103	5.930293075	5.653946548	5.652325844
10004_at	5.538458517	5.868182909	5.938965633	5.849004227	5.976447554	5.817982813	5.758423366	5.768074576	5.767469497
10499_at	5.990379782	6.160447812	6.343119457	5.85200284	5.858059161	6.244339773	5.978377511	6.027192326	6.052060711
100129668_at	5.911474656	5.294239163	5.752344814	5.85630195	5.792313841	5.504616135	5.766253207	5.636151993	5.661114406
10190_at	5.642732982	5.5286131	5.692314062	5.857423517	5.522343668	5.542638038	5.681951723	5.529334558	5.635197647
10021_at	5.803974628	5.809645567	5.548173062	5.862070974	5.637557253	5.454198399	5.774085457	5.982638287	5.774085457
10321_at	5.722476306	5.7047486	5.693553361	5.868411679	5.584659038	5.81976129	5.454489708	5.681753979	5.619510232
10462_at	5.653871195	5.348207018	5.55081374	5.876991987	5.817014041	5.698127818	5.82611549	5.67275558	5.628537028
10534_at	6.09395386	5.74973698	6.136738387	5.885124951	5.863316775	5.706184998	5.791507023	5.312073964	5.769006032
10147_at	5.797254934	5.808912241	5.903459778	5.885724637	5.874402717	6.133243416	5.922574372	5.936444834	5.82382661
10514_at	5.586036522	5.840471147	5.749787488	5.89887195	5.79522608	5.580219347	5.713877747	5.598926567	5.528646886
10307_at	6.088033226	6.364697463	6.644497312	5.93526181	6.522440351	6.455399852	6.100204549	6.479349644	6.118149853
10039_at	5.816052775	5.809645567	4.929148531	5.945997771	5.177158735	5.314578211	5.151205345	5.352548735	5.37277423
10042_at	5.734444358	5.863365169	5.717521151	5.94792316	5.786849517	5.950032174	5.995247606	6.056576814	5.859055597
10262_at	5.961905982	6.059112763	6.071359539	5.954640164	5.900484844	5.764244108	5.627872731	5.45716673	6.047814886
10276_at	5.896492951	6.116448571	5.946772757	5.954890412	6.19108266	6.046590414	6.062259159	6.351248389	6.142581427
10003_at	6.069641733	5.960860701	5.949509462	5.957014347	5.996153257	5.693225909	6.07538685	6.163122856	5.930511053
10404_at	6.238712724	6.086278057	6.386444445	5.96353962	5.973105177	6.35425052	5.921100132	6.254712302	5.940216108
10270_at	6.154784982	6.201267242	5.640401535	5.964240538	5.87156003	5.574159472	5.838836186	5.786664177	5.812266311
10461_at	5.813011382	5.515700925	5.76535024	5.967842833	5.374105506	5.491947629	5.699636082	5.550403454	5.424610132
10151_at	5.976912926	5.625429455	5.8870831	5.982410482	5.835826426	5.954034437	5.962380275	6.014435395	5.938475593
10020_at	6.100082147	5.866915561	6.318144779	5.985050558	5.93239219	5.852905982	5.794702842	5.925174339	6.149882075
10287_at	6.003343617	6.222307618	6.373999687	5.98688975	6.197080993	6.443200521	6.460885779	6.136068251	6.180305779
10160_at	6.263699305	6.108059073	5.903492111	5.987656606	5.99232851	6.117485314	6.18243829	6.061422114	6.091879076
10300_at	6.116029572	5.774694044	5.863250293	5.989058691	5.944288395	5.753137936	5.926112712	5.866110194	5.985717062
10059_at	6.363886614	6.345701815	6.316839009	5.989207434	6.066006254	6.20113309	6.145916637	5.976901042	6.005655322
1031_at	5.841868661	5.795228144	5.803345865	5.996322224	5.730303956	5.687766506	5.829364897	5.983926705	5.550520557
10102_at	5.84660016	6.147477198	6.072393402	5.997892311	5.886224387	6.423643311	5.624506427	6.014435395	6.056674968
10046_at	6.609558262	5.94584037	6.093755244	6.00058263	5.731362001	5.885850849	5.812656821	5.817937938	5.590106039
10060_at	5.932994396	6.003566307	5.878672273	6.006882488	5.893722961	5.935652614	6.044164296	6.028565417	6.073313446
10446_at	6.022486647	5.673424074	6.052957112	6.011824926	5.672078871	5.610039417	5.391846426	5.823703587	5.596431461
100128062_at	5.651548412	6.028559378	5.725254634	6.017835225	5.912106191	6.085469941	6.044164296	6.014435395	5.696046547
10126_at	5.964777317	6.027409937	5.943551676	6.020305929	5.634847005	5.784111868	5.86726666	5.876773195	6.109487016
10085_at	6.500370346	6.321643609	6.17210635	6.026704038	6.289485952	6.07681231	6.080694742	6.133913723	6.159406966
10513_at	6.207976287	6.345834261	6.258787703	6.035597344	6.160146881	6.269822311	6.29137131	6.317392711	6.308661752
10154_at	6.202670098	6.139270961	5.913850322	6.04541895	5.952368448	5.97766279	5.905544633	5.923486118	5.92106325
10092_at	6.170434468	5.992555812	6.054122302	6.046376838	5.930588348	6.047196687	6.0239492	5.921446369	6.150975246
1008_at	6.29947781	5.87767531	6.604325769	6.048075325	6.120854152	6.292800797	6.344338495	6.370441139	6.546762227
10501_at	6.133908858	5.889977292	6.028577358	6.053659128	5.736052231	5.797629949	5.892285639	5.894691727	5.745918589
10130_at	5.842292832	6.008277182	6.026155493	6.056827155	6.056827155	6.051067445	6.062054322	6.162998192	6.102919508
10111_at	6.010098412	6.000593035	6.212730038	6.058120804	6.105699356	6.089373891	6.071102729	6.082061077	5.915065487
10439_at	6.224313855	6.066169181	6.365735277	6.077051694	6.359878213	6.485004852	6.294495719	6.334335946	6.399052703
10164_at	6.54263021	5.541272702	6.120381679	6.078566746	6.088149072	5.797371273	6.065673186	5.841533407	5.591770469
10407_at	5.412190824	5.815076072	5.596312062	6.079024899	5.669135382	5.428620183	5.516090173	5.103248719	5.257388927
10103_at	6.143593315	6.122086179	5.976753168	6.088488347	6.151169623	5.592786975	5.692725336	5.582159907	5.65024246
10363_at	5.733949065	5.551275297	5.750339059	6.088843406	5.645769623	5.962359045	5.681060857	5.617007843	5.65834413
10284_at	5.721547059	5.716776055	5.696224812	6.09544015	5.511672247	5.6122037	5.717530746	5.782550728	5.760058618
10174_at	6.406537326	6.147104296	6.050651176	6.107493666	6.089344266	6.250855787	5.88189015	6.193278157	6.260648578
10218_at	5.764416126	5.80750847	6.017792245	6.10752424	5.992807343	5.632477053	6.053349097	5.770302483	5.862983371
10311_at	6.156027495	6.073713604	6.368875635	6.109337088	6.289397628	6.279284644	6.292698882	6.207734738	6.219567571
1048_at	6.00935175	5.653861188	5.647750767	6.110910463	5.753957026	6.078275532	5.766861634	5.870459242	5.785705965
1044_at	5.82743437	5.829728422	6.126169985	6.114931029	6.33235808	5.987037768	6.105768823	6.037684145	6.107949991
10314_at	6.5998035	6.277955571	6.637355094	6.118386019	6.348044056	6.709328705	6.610299357	6.736502523	6.558166856
10152_at	6.117303357	6.231557724	6.160632642	6.120352278	6.189202438	6.284468597	6.390705621	6.048404771	6.411462145
10161_at	5.64876265	5.602112605	5.77036043	6.127165083	5.325787231	5.125159493	5.766393671	5.478965908	5.701801359
10423_at	6.486905763	5.918224766	6.53373582	6.127764622	6.235238807	6.4019282	6.419355215	6.26500206	6.510497237
10053_at	6.027281045	6.096721586	6.08333242	6.135855844	6.059960841	6.167830091	6.093549037	5.978680778	6.170465692
10146_at	6.255151454	5.942296822	5.949308372	6.136080106	5.956007102	5.799308976	5.89311695	5.97612904	6.03675442
10328_at	6.508660243	6.485195418	6.236870413	6.143009273	5.894682146	6.143935827	5.853006623	6.040513462	6.190539231
1022_at	6.42626111	6.293239357	5.368952536	6.147010909	5.945058801	6.451478062	5.958074344	6.164327448	5.828549144
1053_at	5.848289818	6.014596217	5.934800604	6.149483886	6.251140007	5.900168714	5.778552108	5.567051658	6.235778353
10312_at	6.176457692	6.058232675	6.575552729	6.160705665	6.398128465	6.089397064	6.175697629	6.174356977	6.031128126
10113_at	5.861191327	5.832163844	5.49035851	6.165142627	5.801227366	5.971706792	5.735458198	5.941784537	5.913496587
10002_at	6.34494273	6.229280304	6.280549244	6.181865634	6.292106242	6.471445236	6.343860216	6.294819853	6.42693247
100132302_at	6.619827286	6.272346915	6.77149791	6.190896718	6.414927707	6.540211255	6.433774489	6.71421129	6.670634822
10066_at	6.421781236	6.376922479	5.93899926	6.191992536	6.141621029	6.283029938	6.11347351	6.214140104	6.426610598
10500_at	6.431882169	6.400554047	6.350250482	6.195609275	6.764340682	6.361066261	6.451476426	6.483601192	6.446582763
10249_at	6.322669945	6.107521374	6.001863482	6.198775884	6.033672694	5.937429855	5.848595561	6.085470288	5.855203544
100129656_at	6.430559456	6.38578083	6.082518416	6.199681721	6.211267046	6.211137633	6.294302921	6.28366336	6.216747207
10171_at	6.329807285	6.103783557	5.601407321	6.201502209	6.548100584	6.398475369	6.294655015	6.355960468	6.154530265
10488_at	6.538516873	6.26837239	6.479046202	6.204233145	6.546406743	6.417089468	6.408042318	6.277718469	6.282444004
10277_at	6.366129208	6.352989302	6.518534849	6.219811163	6.401373438	6.500246917	6.458531188	6.564069309	6.459384676
1010_at	6.412595427	6.398609893	6.546379091	6.219902592	6.621098042	6.359905704	6.094615045	6.38567785	6.043769615
10242_at	6.911862903	6.276723875	6.568437273	6.23680542	6.180953121	6.519302242	6.542829742	6.778647301	6.518180242
10022_at	6.131045059	5.925325624	6.659959678	6.245516787	6.069112574	6.314330886	6.290948297	6.519088697	6.24785865
10327_at	6.568172436	6.505184476	6.236488389	6.250462832	6.480002737	6.399943536	6.316172505	6.238234798	6.484324257
10526_at	6.239733358	6.391896354	6.562071666	6.253305485	6.415737552	6.223214603	6.180718468	6.143641024	6.122525592
10309_at	6.26780771	6.135848568	6.233251971	6.258909478	6.074250732	6.138988129	6.178231132	6.109814954	6.259795806
10121_at	6.197951023	5.937561821	6.052184462	6.261033716	6.016500613	6.02502831	6.122819972	6.17187247	6.109487016
1013_at	6.369996786	6.543769736	6.509817677	6.266828083	6.661698462	6.279767228	6.458133211	6.355585989	6.428693625
10495_at	6.309022359	6.128228358	6.254018104	6.273708662	6.394276187	6.38854685	6.322376399	6.133720023	6.280841409
10396_at	6.393292753	6.279422575	6.235335107	6.276381247	6.320506517	6.31000833	6.346196074	6.653792346	6.219556519
10188_at	6.331032181	6.433563531	6.436518313	6.283137359	6.545403663	6.581928225	6.568720072	6.600682562	6.561948725
10141_at	6.243099465	6.095793047	6.119760123	6.287947771	5.972842853	5.8164193	6.143938209	6.003896582	6.441476053
10331_at	6.135353676	6.213204756	6.396892754	6.288809237	6.250962176	6.056535654	6.122558566	5.991756449	6.401682146
10367_at	6.21148666	6.603987807	6.901221957	6.311093382	6.677907155	6.788341954	6.887277326	6.726882865	6.701380758
10336_at	6.302347119	6.092747695	6.095273084	6.313824488	5.981707192	5.857435649	6.002914533	6.171709383	6.077386321
100129410_at	6.157148085	6.477775391	6.471440517	6.325151469	6.278681583	6.153134971	6.198333604	6.22381383	5.980456632
10487_at	6.096632502	6.120511051	6.630282641	6.341340972	6.590017159	6.170726788	6.540581951	6.344429514	6.391951127
10006_at	6.266034518	5.930671906	6.265564276	6.344692844	6.036881963	6.085172707	6.172208637	6.069299727	6.06844764
1009_at	6.355088475	6.213931137	6.341001582	6.376776241	6.230864486	6.260734989	6.111426653	6.136835245	6.215368009
10135_at	6.613616589	6.061439692	6.338369211	6.384611701	6.349235809	6.085607298	6.122436225	6.317690859	6.418722071
10159_at	6.563896804	6.266026557	6.703546103	6.3959404	6.612851927	6.254273585	6.465936912	6.663585102	6.491862659
100129973_at	5.982887088	6.414979017	6.463508136	6.40021547	6.527007486	6.487323493	6.654110876	6.49714738	6.173985571
10089_at	6.203762736	6.211514616	6.126421049	6.400652518	6.108424693	6.015334627	6.063365117	6.085490198	6.141447275
100130862_at	6.782947241	7.106572457	6.448269969	6.40186797	6.460402693	6.606458947	6.838693047	6.812749334	6.478022778
10093_at	6.53125639	6.610286993	6.654850373	6.413070834	6.360660537	6.336421487	6.441569526	6.422350602	6.52958132
10025_at	6.50908095	6.342524138	6.49508402	6.413083152	6.310645438	6.294404008	6.303511311	6.41296377	6.390584673
1033_at	5.788655359	5.949949972	6.1330888	6.428962671	6.209337383	6.31602645	5.734736704	6.023437844	6.146425168
1040_at	7.045277616	6.539265508	6.568878455	6.43848793	6.714224146	6.574235962	6.781398399	6.516879129	6.322273905
100129015_at	6.828408478	6.633523245	6.571435445	6.448230936	6.74703378	6.532057998	6.710108914	6.693535166	6.488259979
10099_at	6.676548156	6.873588073	6.823238138	6.462206652	7.010140786	6.793009674	6.841253597	6.857647634	6.651733602
10110_at	6.616514527	6.607792896	6.816386925	6.471820524	6.432378536	6.511880225	6.410376048	6.462058976	6.450838748
10024_at	6.602926145	6.770671585	6.985388927	6.477607261	6.850958124	7.03496328	6.646575968	6.699647597	6.688904628
10398_at	6.092956071	6.678756877	6.416499071	6.486582742	6.269436681	6.766750959	6.35477131	6.471147472	6.491135
10537_at	5.848075333	6.34324113	5.956132525	6.494610954	6.29926679	6.139115203	6.24347217	6.186533052	5.893425517
10322_at	6.632107442	6.74317702	6.296044101	6.496513	6.745426975	6.365478977	6.633625184	6.528691412	6.740483739
10105_at	6.861271934	6.302780735	6.67489848	6.500799925	6.48060003	6.638644478	6.434507501	6.511732492	6.545026548
1036_at	6.782854027	6.500461585	6.416499071	6.505788522	6.960357774	6.606981775	6.572120881	6.435070041	6.084176475
100133233_at	6.359492062	6.683735553	6.575611668	6.514419932	6.865177964	6.990412394	6.752329643	6.79885676	6.772828909
10138_at	6.502821138	6.628176335	6.192629221	6.516792049	6.191399082	6.398302197	6.314639859	6.128032135	6.513503875
10087_at	6.11621292	6.219064187	5.861137054	6.5176973	6.337545211	6.21150469	6.195105901	5.945029429	6.109487016
10181_at	6.528004971	6.098734083	6.194872994	6.524656021	6.365536863	6.187284345	6.254057748	6.388251999	6.414198391
10479_at	6.503318108	6.235398829	6.343598581	6.540619146	6.278168144	6.414553855	6.220069083	6.574764354	6.240285287
10010_at	6.543693165	6.806028528	6.573408395	6.547362513	6.684875807	6.766913242	6.713207409	6.665357369	6.6558791
10009_at	6.88529463	6.826624074	6.662225248	6.552701357	6.673161306	6.66142386	6.54239546	6.685654913	6.623037268
10265_at	6.353045747	6.364823614	6.493888553	6.556123389	6.572882651	6.542674256	6.68471183	6.886837814	6.546298876
10195_at	6.87103286	6.61773987	6.52561192	6.558081649	6.135129587	6.083931158	6.284988077	6.406765104	6.485473197
10208_at	6.479393256	6.599917765	6.33575181	6.580539354	6.426413623	6.917129742	6.373005584	6.454548378	6.660963706
1017_at	6.359475395	6.679634271	6.444276018	6.59557281	6.408405454	6.561704027	6.540293986	6.473750558	6.499323305
10478_at	6.025684907	6.246637825	5.94672936	6.612954974	6.144187286	6.133835722	6.182840782	6.253083051	6.247330695
1007_at	7.293687484	6.401378807	6.938532627	6.615664968	6.864142153	7.072116602	6.988422987	7.274341854	7.028584403
1050_at	6.061110396	6.875582305	6.600859275	6.615945682	6.392876183	6.502065411	6.666896654	6.62560673	6.858254922
10523_at	6.717491267	6.968065346	6.960567618	6.616011417	6.891635119	6.852030193	6.832101909	6.765510356	6.867071521
10494_at	6.184353388	5.853322198	5.78641983	6.625510603	5.804507431	6.102736909	5.985054482	6.169010841	6.173092355
10201_at	6.465523834	6.633897644	6.682011448	6.630575975	6.59715744	6.591435336	6.606427437	6.605834911	6.793025998
10206_at	6.582987651	6.565780805	6.26280348	6.641158998	6.268846562	6.239727055	6.130005037	6.149767178	6.364863536
10016_at	5.895923472	6.339962048	6.17010381	6.645995305	5.997892311	5.705354349	5.727083423	6.067259336	5.775565247
10281_at	6.60002278	6.426387969	6.696624808	6.645996588	6.599053466	6.601672568	6.695386331	6.697139345	6.651182723
10043_at	6.959223037	6.991237988	6.870737239	6.657288718	7.321130576	7.067463819	7.040082372	6.559452741	6.770667033
10468_at	6.412962011	6.353901497	6.374841952	6.666599288	6.410089113	6.009015089	6.351336327	6.313928444	6.428056825
10017_at	6.397711608	6.39521067	6.326714971	6.669613939	6.454323922	6.304218316	6.507773633	6.432263895	6.608383643
10153_at	6.53994703	6.706649057	6.68817853	6.679226906	6.782673323	7.172310436	7.000033122	6.396420153	7.091439026
10295_at	6.607951457	6.398070432	6.265031947	6.684820877	6.279319914	6.269132435	6.394386961	6.401896081	6.335542658
10390_at	6.870588191	6.996616777	6.70612299	6.697039689	6.605632325	6.631403776	6.661870271	6.828056826	6.508257566
10406_at	6.911516546	6.142150927	6.545821723	6.698194134	6.078139479	6.365719971	6.179068658	6.192409767	6.438049121
10489_at	6.849243232	6.449760023	6.585479166	6.712861525	6.675372291	6.597800947	6.403312783	6.34749928	6.52130475
10456_at	7.135909549	7.0342258	7.066052652	6.732184811	6.532141583	6.750583502	6.961143367	6.713750931	6.742804086
10422_at	6.206945892	6.516385026	6.38213834	6.745573115	6.340639038	6.530657623	6.54834127	6.56636252	6.428507072
10069_at	7.00402894	6.153441734	6.874939782	6.746103197	6.68825679	6.777741006	6.760540564	6.341896658	6.6158851
1047_at	6.850922471	6.546237514	6.553875446	6.748605412	6.491757398	6.457819724	6.804631501	6.533995594	6.70350839
10148_at	6.28047015	6.705704657	6.7881661	6.767865722	6.711263683	6.460454929	6.781752835	6.748636276	6.551683746
100130624_at	6.473238727	6.620162774	6.209295591	6.775714535	6.179246304	6.460777542	6.267955913	6.682772776	6.222978716
10529_at	6.700530948	6.802940834	6.887636335	6.779957341	6.730557742	6.695503243	6.71494302	6.7555904	6.765088709
10097_at	6.528524015	6.738360581	6.595308736	6.785958778	6.477043975	6.575518696	6.695236655	6.585644025	6.386656856
10352_at	6.697445695	6.926685365	7.011675289	6.796285132	6.760814444	6.573819343	6.73424055	6.786912307	6.648816669
10435_at	6.55262316	6.735508526	6.711867015	6.808014546	6.366016896	6.564149101	6.323084887	6.724452196	6.666403754
10483_at	6.939237773	7.00442525	6.824851764	6.812282062	6.713995343	6.693638514	6.712898837	6.831041523	6.869656565
1041_at	6.951853356	7.00807567	6.72147395	6.814775735	7.09978552	6.896215487	7.003770629	7.059005564	6.868995217
100133166_at	7.004204598	6.922322199	6.783787446	6.820204215	6.731944575	6.903150085	6.970912878	6.81041953	6.81659185
100129128_at	6.58236432	6.795834061	6.659550119	6.83593529	7.334352843	6.893644625	7.046795081	6.85445985	6.779204505
10184_at	6.38371564	6.390727792	6.160955139	6.841832379	6.651262469	6.529428032	6.972151385	6.395228173	6.611912364
10444_at	6.600909633	6.788090624	7.033865394	6.843526387	6.706350147	6.788822408	6.735613261	6.910121198	6.821134365
10116_at	7.305206049	6.832628849	7.040374478	6.8524739	6.800679531	6.925117784	7.263791609	6.85445985	7.003914799
100129271_at	6.667275488	6.414143022	6.453780333	6.852976174	6.533749155	6.242189233	6.250343864	6.596395065	6.446397744
10293_at	7.556144524	7.543367821	7.508943511	6.867642086	7.299419022	7.597237091	7.461624613	6.648937228	7.423116397
10319_at	6.939365719	6.518591066	7.076611511	6.885375705	6.682471147	6.726345106	6.82865339	6.810485072	6.627232637
10466_at	6.686753673	6.649306217	6.652204249	6.886902925	6.836888873	6.739415152	6.636850186	6.797525438	6.703972129
10493_at	6.457363406	6.388653801	6.605695925	6.889578545	6.534490642	6.216891481	6.683095869	6.238249634	6.357434718
10324_at	6.865824679	7.04148856	7.134524644	6.90710248	6.924306712	7.141971256	7.066400275	7.252319648	6.926772744
10481_at	6.756948084	6.728991393	6.745746358	6.948836633	6.720856855	6.547335169	6.678699472	6.529426744	6.915566351
10127_at	6.632468337	6.576438789	6.76211605	6.949486272	6.475070152	6.651203268	6.558784017	6.511467174	6.445124711
10223_at	6.369248274	6.59918617	6.842890949	6.952663994	6.95320734	6.719096076	6.720581358	6.814564603	6.679280979
10136_at	7.139386746	7.169157372	7.101595669	6.977402372	7.372353609	7.340329197	7.302761054	7.394259781	7.206821081
10388_at	7.093072456	7.428596275	7.192353828	6.977759595	7.160555936	7.161734103	6.977364558	7.247938717	7.23557617
10198_at	6.870208016	6.893980004	6.752760577	7.019924301	6.957379094	6.751553739	7.025298364	7.061085069	6.676916695
10519_at	7.301331525	7.13502307	7.489427202	7.030162102	7.339941609	7.011268217	7.162224426	7.316205264	7.419397267
1003_at	6.926463126	6.819541528	6.740622722	7.046048887	6.603677947	6.443240063	6.612018561	6.435039953	6.892019803
10120_at	6.803135402	7.028931918	7.065667543	7.059520155	6.835331765	6.956519934	6.994572772	6.826699729	6.807254687
10286_at	6.666142965	6.705651098	6.708557734	7.064022001	6.711543473	6.29915701	6.487137219	6.378808513	6.152328886
10279_at	6.997783944	6.681872843	7.329606985	7.085376836	7.020425234	6.914509331	7.003609934	6.885520852	6.878316637
10434_at	6.941838456	7.034540285	7.379432846	7.085550037	7.257444536	7.231762955	7.353321064	7.188313939	7.280765762
100048912_at	6.764895675	7.252244901	6.902136601	7.100800877	6.608571268	6.526737821	6.586986624	6.697261298	6.631378216
100131298_at	7.014951857	7.249359265	7.291781963	7.125218823	7.38153112	7.305791075	7.267085001	7.13755529	6.980016433
10100_at	6.024894756	6.293293811	6.755317154	7.132298504	6.615020631	6.468960819	6.650257687	6.52575316	6.340816179
